VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RateCodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,total_amount
2,2015-01-08 22:44:36,2015-01-08 22:53:02,2,2.80,-73.941810607910156,40.806980133056641,1,N,-73.960212707519531,40.773788452148438,2,10,0.5,0.5,0,0,11.3
1,2015-01-08 22:44:39,2015-01-08 22:54:17,1,1.30,-73.976692199707031,40.752338409423828,1,N,-73.982490539550781,40.764617919921875,2,8,0.5,0.5,0,0,9.3
1,2015-01-08 22:44:39,2015-01-08 22:51:30,1,1.20,-73.989845275878906,40.728691101074219,1,N,-73.983467102050781,40.743400573730469,1,7,0.5,0.5,2,0,10.3
2,2015-01-08 22:44:40,2015-01-08 22:51:58,1,.77,-73.987884521484375,40.727947235107422,1,N,-73.998626708984375,40.734058380126953,2,6.5,0.5,0.5,0,0,7.8
1,2015-01-08 22:44:40,2015-01-08 22:49:28,1,1.00,-73.9925537109375,40.725379943847656,1,N,-74.004234313964844,40.732807159423828,1,5.5,0.5,0.5,1.35,0,8.15
1,2015-01-08 22:44:41,2015-01-08 22:55:17,1,1.80,-73.980949401855469,40.737663269042969,1,N,-74.00628662109375,40.734386444091797,2,9,0.5,0.5,0,0,10.3
1,2015-01-08 22:44:43,2015-01-08 23:17:24,2,11.30,-73.985870361328125,40.722881317138672,1,N,-73.94061279296875,40.84967041015625,1,35.5,0.5,0.5,7.35,0,44.15
2,2015-01-08 22:44:43,2015-01-08 22:52:34,1,1.55,-73.968025207519531,40.762935638427734,1,N,-73.952598571777344,40.773170471191406,1,8,0.5,0.5,1.7,0,11
1,2015-01-08 22:44:44,2015-01-08 22:58:34,1,3.10,-73.987922668457031,40.723793029785156,1,N,-73.976844787597656,40.754398345947266,2,12.5,0.5,0.5,0,0,13.8
1,2015-01-08 22:44:44,2015-01-08 23:11:10,2,6.80,-74.006828308105469,40.730453491210938,1,N,-73.943466186523438,40.664024353027344,1,24,0.5,0.5,5.05,0,30.35
1,2015-01-08 22:44:45,2015-01-08 22:52:53,1,1.50,-73.994377136230469,40.740390777587891,1,N,-73.978103637695313,40.751148223876953,2,8,0.5,0.5,0,0,9.3
2,2015-01-08 22:44:45,2015-01-08 22:50:04,1,.80,-73.989143371582031,40.720352172851563,1,N,-73.987213134765625,40.713680267333984,1,5.5,0.5,0.5,1.2,0,8
2,2015-01-08 22:44:46,2015-01-08 23:04:34,1,10.65,-73.983695983886719,40.751354217529297,1,N,-73.825759887695312,40.764331817626953,1,31,0.5,0.5,9.21,5.33,46.84
1,2015-01-08 22:44:47,2015-01-08 22:58:22,1,2.80,-73.97052001953125,40.756343841552734,1,N,-73.998664855957031,40.733203887939453,1,12,0.5,0.5,2.66,0,15.96
2,2015-01-08 22:44:47,2015-01-08 23:03:44,5,5.48,-73.996086120605469,40.738456726074219,1,N,-73.971038818359375,40.798446655273438,1,19.5,0.5,0.5,4,0,24.8
1,2015-01-08 22:44:48,2015-01-08 22:48:08,1,.50,-73.997520446777344,40.756458282470703,1,N,-73.991905212402344,40.759757995605469,1,4,0.5,0.5,1,0,6.3
1,2015-01-08 22:44:48,2015-01-08 22:47:40,2,.70,-73.961654663085937,40.760337829589844,1,N,-73.953536987304687,40.76715087890625,1,4.5,0.5,0.5,1.15,0,6.95
2,2015-01-08 22:44:48,2015-01-08 22:48:57,1,.90,-73.988967895507813,40.757530212402344,1,N,-73.986000061035156,40.767635345458984,1,5.5,0.5,0.5,1.2,0,8
2,2015-01-08 22:44:49,2015-01-08 23:07:28,4,5.60,-73.986190795898437,40.722415924072266,1,N,-73.958549499511719,40.677417755126953,1,20.5,0.5,0.5,4.2,0,26
2,2015-01-08 22:44:49,2015-01-08 22:50:27,3,.48,-73.976211547851563,40.754409790039063,1,N,-73.970657348632813,40.751781463623047,2,5,0.5,0.5,0,0,6.3
1,2015-01-08 22:44:50,2015-01-08 22:59:35,1,3.80,-73.937767028808594,40.796779632568359,1,N,-73.899436950683594,40.824542999267578,2,14.5,0.5,0.5,0,0,15.8
2,2015-01-08 22:44:51,2015-01-08 22:54:52,1,2.97,-73.981231689453125,40.730495452880859,1,N,-73.956100463867188,40.767528533935547,1,11,0.5,0.5,1,0,13.3
1,2015-01-08 22:44:51,2015-01-08 22:50:44,4,.90,-74.003334045410156,40.743755340576172,1,N,-74.002853393554687,40.733360290527344,1,6,0.5,0.5,1.45,0,8.75
2,2015-01-08 22:44:52,2015-01-08 22:50:47,3,1.40,-73.963790893554688,40.767654418945313,1,N,-73.954338073730469,40.765773773193359,1,6.5,0.5,0.5,1,0,8.8
1,2015-01-08 22:44:53,2015-01-08 22:52:21,1,1.10,-73.99884033203125,40.742294311523438,1,N,-73.997756958007813,40.754123687744141,1,7,0.5,0.5,1.66,0,9.96
2,2015-01-08 22:44:53,2015-01-08 22:56:57,5,2.69,-73.986930847167969,40.755256652832031,1,N,-73.978103637695313,40.730720520019531,1,10.5,0.5,0.5,2.75,0,14.55
2,2015-01-08 22:44:54,2015-01-08 22:53:23,5,2.34,-73.955833435058594,40.772171020507813,1,N,-73.977706909179688,40.742351531982422,1,9,0.5,0.5,1.9,0,12.2
1,2015-01-08 22:47:11,2015-01-08 23:10:58,1,11.00,-73.946327209472656,40.780509948730469,1,N,-73.956878662109375,40.674221038818359,2,32.5,0.5,0.5,0,0,33.8
1,2015-01-08 22:47:11,2015-01-08 22:51:06,1,.60,-74.00677490234375,40.731086730957031,1,N,-73.999916076660156,40.734062194824219,1,4.5,0.5,0.5,1,0,6.8
1,2015-01-08 22:47:12,2015-01-08 22:59:02,1,1.90,-73.978416442871094,40.761669158935547,1,N,-73.977813720703125,40.742057800292969,1,10,0.5,0.5,2.25,0,13.55
2,2015-01-08 22:47:13,2015-01-08 23:01:41,4,1.90,-73.982498168945313,40.764217376708984,1,N,-73.995681762695313,40.741619110107422,2,11,0.5,0.5,0,0,12.3
1,2015-01-08 22:47:13,2015-01-08 22:54:08,1,2.60,-73.978073120117187,40.752208709716797,1,N,-73.950942993164063,40.774463653564453,1,9,0.5,0.5,2.05,0,12.35
2,2015-01-08 22:47:13,2015-01-08 23:02:11,1,2.31,-74.005172729492188,40.719768524169922,1,N,-73.977706909179688,40.716228485107422,2,12,0.5,0.5,0,0,13.3
2,2015-01-08 22:47:13,2015-01-08 23:03:19,1,4.35,-73.990753173828125,40.756114959716797,1,N,-73.984176635742187,40.715255737304688,2,16.5,0.5,0.5,0,0,17.8
1,2015-01-08 22:47:14,2015-01-08 23:04:34,3,4.80,-73.988006591796875,40.760028839111328,1,N,-73.949752807617188,40.82220458984375,2,17,0.5,0.5,0,0,18.3
2,2015-01-08 22:47:15,2015-01-08 23:15:32,1,4.86,-73.9771728515625,40.761638641357422,1,N,-73.990646362304687,40.715610504150391,1,20,0.5,0.5,4.1,0,25.4
2,2015-01-08 22:47:15,2015-01-08 22:50:19,2,1.03,-73.992477416992188,40.759288787841797,1,N,-73.984291076660156,40.766338348388672,2,5,0.5,0.5,0,0,6.3
2,2015-01-08 22:47:16,2015-01-08 23:03:18,1,4.40,-73.975502014160156,40.749160766601563,1,N,-73.969291687011719,40.78546142578125,1,15.5,0.5,0.5,2,0,18.8
1,2015-01-08 22:47:16,2015-01-08 23:03:33,3,3.50,-74.007820129394531,40.740974426269531,1,N,-73.967529296875,40.757625579833984,1,14,0.5,0.5,3.05,0,18.35
2,2015-01-08 22:47:16,2015-01-08 23:09:43,1,5.29,-73.954460144042969,40.717681884765625,1,N,-73.994071960449219,40.749149322509766,1,20,0.5,0.5,10,0,31.3
1,2015-01-08 22:47:17,2015-01-08 22:56:49,1,1.90,-73.981132507324219,40.763126373291016,1,N,-73.955078125,40.764919281005859,1,9,0.5,0.5,2.05,0,12.35
2,2015-01-08 22:47:18,2015-01-08 22:49:43,1,.78,-73.963211059570313,40.774959564208984,1,N,-73.955703735351563,40.782279968261719,1,4.5,0.5,0.5,1,0,6.8
1,2015-01-08 22:47:18,2015-01-08 22:58:33,1,2.50,-73.983619689941406,40.765495300292969,1,N,-73.955718994140625,40.784969329833984,2,11,0.5,0.5,0,0,12.3
1,2015-01-08 22:47:19,2015-01-08 22:53:39,1,1.30,-73.980628967285156,40.738372802734375,1,N,-73.992027282714844,40.721733093261719,2,6.5,0.5,0.5,0,0,7.8
1,2015-01-08 22:47:19,2015-01-08 22:58:50,1,2.40,-74.010231018066406,40.719440460205078,1,N,-73.984695434570313,40.702991485595703,1,10.5,0.5,0.5,2.95,0,14.75
2,2015-01-08 22:47:20,2015-01-08 22:57:21,1,2.23,-73.968414306640625,40.801845550537109,1,N,-73.982185363769531,40.774913787841797,1,10,0.5,0.5,2.1,0,13.4
2,2015-01-08 22:47:21,2015-01-08 23:02:44,1,4.75,-74.005279541015625,40.706691741943359,1,N,-73.949821472167969,40.676780700683594,1,16.5,0.5,0.5,3.4,0,21.2
1,2015-01-08 22:47:21,2015-01-08 23:10:13,1,6.00,-73.991401672363281,40.759986877441406,1,N,-73.892959594726563,40.754695892333984,2,21.5,0.5,0.5,0,0,22.8
1,2015-01-08 22:47:22,2015-01-08 23:00:43,2,2.30,-73.980918884277344,40.766254425048828,1,N,-73.983818054199219,40.740707397460938,1,11,0.5,0.5,1.23,0,13.53
2,2015-01-08 22:47:23,2015-01-08 22:55:01,1,1.50,-73.984329223632813,40.762626647949219,1,N,-73.995124816894531,40.749935150146484,2,7.5,0.5,0.5,0,0,8.8
1,2015-01-08 22:47:24,2015-01-08 23:01:07,1,3.00,-73.971290588378906,40.762660980224609,1,N,-73.974296569824219,40.793575286865234,1,13,0.5,0.5,2,0,16.3
1,2015-01-08 22:47:24,2015-01-08 23:00:35,1,2.30,-73.962295532226563,40.763042449951172,1,N,-73.991546630859375,40.753986358642578,1,11,0.5,0.5,2,0,14.3
1,2015-01-08 22:47:24,2015-01-08 23:04:34,1,4.10,-73.986717224121094,40.732128143310547,1,N,-73.982780456542969,40.777053833007813,1,15.5,0.5,0.5,3.36,0,20.16
2,2015-01-08 22:47:25,2015-01-08 22:56:09,5,1.89,-73.985679626464844,40.762123107910156,1,N,-74.004310607910156,40.747768402099609,2,8,0.5,0.5,0,0,9.3
1,2015-01-08 22:47:25,2015-01-08 22:54:15,1,1.10,-73.991264343261719,40.750068664550781,1,N,-73.978500366210938,40.752750396728516,2,6.5,0.5,0.5,0,0,7.8
2,2015-01-08 22:47:25,2015-01-08 23:14:42,1,17.57,-73.786216735839844,40.641880035400391,2,N,-73.967567443847656,40.759059906005859,1,52,0,0.5,9,5.33,67.13
1,2015-01-08 22:47:26,2015-01-08 22:59:06,1,2.90,-73.954261779785156,40.764179229736328,1,N,-73.941047668457031,40.746826171875,1,11.5,0.5,0.5,2.56,0,15.36
1,2015-01-08 22:47:26,2015-01-08 22:52:42,1,1.10,-73.979171752929688,40.752578735351563,1,N,-73.984390258789063,40.742847442626953,1,6,0.5,0.5,1.46,0,8.76
1,2015-01-08 22:47:27,2015-01-08 22:51:53,1,2.00,-73.971572875976562,40.754570007324219,1,N,-73.950241088867188,40.771255493164062,1,7,0.5,0.5,1.65,0,9.95
2,2015-01-08 22:47:28,2015-01-08 22:55:12,1,1.40,-73.994667053222656,40.755588531494141,1,N,-73.980796813964844,40.7435302734375,1,7.5,0.5,0.5,1,0,9.8
2,2015-01-08 22:47:28,2015-01-08 22:50:35,5,.42,-73.994110107421875,40.724887847900391,1,N,-74.000740051269531,40.727310180664063,2,4,0.5,0.5,0,0,5.3
1,2015-01-08 22:47:28,2015-01-08 22:56:11,2,1.90,-73.968650817871094,40.764137268066406,1,N,-73.954833984375,40.787616729736328,2,9,0.5,0.5,0,0,10.3
2,2015-01-08 22:47:29,2015-01-08 22:57:47,1,4.50,-73.974327087402344,40.793941497802734,1,N,-74.008056640625,40.747661590576172,1,15,0.5,0.5,1,0,17.3
1,2015-01-08 22:47:29,2015-01-08 22:54:47,1,1.40,-73.985237121582031,40.758384704589844,1,N,-73.975860595703125,40.765483856201172,2,7.5,0.5,0.5,0,0,8.8
1,2015-01-08 22:47:30,2015-01-08 23:00:27,1,2.70,-74.00677490234375,40.731067657470703,1,N,-73.9747314453125,40.741935729980469,1,11.5,0.5,0.5,2.2,0,15
2,2015-01-08 22:47:30,2015-01-08 23:10:31,1,5.33,-73.987174987792969,40.729236602783203,1,N,-73.96209716796875,40.674400329589844,1,20,0.5,0.5,6.15,0,27.45
1,2015-01-08 22:47:31,2015-01-08 22:49:49,1,.50,-73.982276916503906,40.756572723388672,1,N,-73.977210998535156,40.763675689697266,1,4,0.5,0.5,1.05,0,6.35
1,2015-01-08 22:47:31,2015-01-08 22:50:10,1,.40,-74.003997802734375,40.742084503173828,1,N,-74.000259399414063,40.737785339355469,3,4,0.5,0.5,0,0,5.3
1,2015-01-08 22:46:02,2015-01-08 22:49:10,2,.50,-74.004974365234375,40.715744018554687,1,N,-74.010055541992188,40.719722747802734,2,4,0.5,0.5,0,0,5.3
2,2015-01-08 22:46:02,2015-01-08 22:55:36,1,3.59,-73.991813659667969,40.769786834716797,1,N,-73.997200012207031,40.734962463378906,1,12,0.5,0.5,2.5,0,15.8
2,2015-01-08 22:46:03,2015-01-08 22:53:49,5,2.11,-73.968421936035156,40.764141082763672,1,N,-73.945686340332031,40.781623840332031,2,8.5,0.5,0.5,0,0,9.8
2,2015-01-08 22:46:04,2015-01-08 22:50:30,1,1.19,-73.956016540527344,40.778751373291016,1,N,-73.972724914550781,40.785686492919922,1,6,0.5,0.5,1.95,0,9.25
2,2015-01-08 22:46:04,2015-01-08 22:48:08,1,.35,-73.98602294921875,40.743118286132812,1,N,-73.983009338378906,40.747386932373047,1,3.5,0.5,0.5,1,0,5.8
1,2015-01-08 22:46:05,2015-01-08 23:00:38,1,2.90,-73.985847473144531,40.722812652587891,1,N,-73.974845886230469,40.753383636474609,1,12.5,0.5,0.5,1,0,14.8
1,2015-01-08 22:46:06,2015-01-08 22:59:20,1,2.90,-73.988128662109375,40.749099731445313,1,N,-73.95391845703125,40.770378112792969,1,12.5,0.5,0.5,2,0,15.8
1,2015-01-08 22:46:07,2015-01-08 22:55:01,3,2.40,-73.995826721191406,40.725196838378906,1,N,-73.962913513183594,40.710182189941406,1,10,0.5,0.5,2.26,0,13.56
1,2015-01-08 22:46:07,2015-01-08 22:59:12,2,3.80,-73.988258361816406,40.727890014648438,1,N,-73.959564208984375,40.771034240722656,1,13.5,0.5,0.5,2.95,0,17.75
2,2015-01-08 22:46:07,2015-01-08 23:04:48,1,4.38,-74.002113342285156,40.740081787109375,1,N,-73.95184326171875,40.77349853515625,2,16.5,0.5,0.5,0,0,17.8
2,2015-01-08 22:46:08,2015-01-08 23:02:28,1,3.95,-73.975173950195313,40.752525329589844,1,N,-73.978927612304688,40.789375305175781,1,15,0.5,0.5,3,0,19.3
1,2015-01-08 22:46:10,2015-01-08 22:51:05,1,.80,-73.983039855957031,40.760349273681641,1,N,-73.988998413085938,40.768337249755859,1,5.5,0.5,0.5,2.04,0,8.84
2,2015-01-08 22:46:10,2015-01-08 23:17:41,1,11.38,-73.994972229003906,40.760318756103516,5,N,-74.039787292480469,40.717700958251953,1,55,0,0.5,25,0,80.8
1,2015-01-08 22:46:11,2015-01-08 23:14:53,2,15.70,-73.790290832519531,40.644062042236328,1,N,-73.915176391601563,40.757198333740234,1,43.5,0.5,0.5,8.95,0,53.75
1,2015-01-08 22:46:12,2015-01-08 23:01:43,1,2.60,-73.983345031738281,40.766040802001953,1,N,-73.949607849121094,40.775199890136719,2,12.5,0.5,0.5,0,0,13.8
2,2015-01-08 22:46:13,2015-01-08 22:54:40,5,2.08,-73.991851806640625,40.726303100585938,1,N,-73.976173400878906,40.751781463623047,2,8.5,0.5,0.5,0,0,9.8
1,2015-01-08 22:46:14,2015-01-08 22:56:33,1,2.30,-73.94549560546875,40.778030395507812,1,N,-73.979141235351563,40.781772613525391,2,10,0.5,0.5,0,0,11.3
2,2015-01-08 22:46:15,2015-01-08 22:55:36,1,2.76,-74.014984130859375,40.714599609375,1,N,-73.991432189941406,40.744800567626953,1,10.5,0.5,0.5,2.2,0,14
2,2015-01-08 22:46:15,2015-01-08 23:02:14,1,4.41,-73.988388061523438,40.748420715332031,1,N,-74.017692565917969,40.706470489501953,1,16,0.5,0.5,2.5,0,19.8
1,2015-01-08 22:46:12,2015-01-08 23:01:11,1,2.80,-73.977256774902344,40.754482269287109,1,N,-73.987342834472656,40.720302581787109,1,12.5,0.5,0.5,1.5,0,15.3
2,2015-01-08 22:46:16,2015-01-08 23:46:51,1,7.27,-73.982772827148438,40.699855804443359,1,N,-73.87567138671875,40.670688629150391,2,24,0.5,0.5,0,0,25.3
2,2015-01-08 22:46:16,2015-01-08 22:48:11,6,.35,-74.004898071289063,40.723392486572266,1,N,-74.005973815917969,40.725627899169922,2,3.5,0.5,0.5,0,0,4.8
2,2015-01-08 22:46:17,2015-01-08 22:54:39,1,1.92,-73.983657836914063,40.729949951171875,1,N,-73.976959228515625,40.752239227294922,1,8.5,0.5,0.5,1.8,0,11.6
2,2015-01-08 22:46:17,2015-01-08 23:07:33,6,3.52,-74.007453918457031,40.704933166503906,1,N,-74.004356384277344,40.742382049560547,1,17.5,0.5,0.5,1,0,19.8
2,2015-01-08 22:46:18,2015-01-08 22:57:51,1,2.73,-73.991455078125,40.749176025390625,1,N,-73.994155883789063,40.722831726074219,2,11,0.5,0.5,0,0,12.3
1,2015-01-08 22:46:18,2015-01-08 22:52:36,1,1.50,-73.98663330078125,40.766643524169922,1,N,-73.977188110351562,40.784626007080078,1,7,0.5,0.5,1.65,0,9.95
2,2015-01-08 22:46:19,2015-01-08 22:52:20,1,1.13,-73.979835510253906,40.754657745361328,1,N,-73.968170166015625,40.764663696289063,1,6.5,0.5,0.5,0,0,7.8
2,2015-01-08 22:46:19,2015-01-08 22:59:56,1,1.43,-74.004150390625,40.733436584472656,1,N,-73.991035461425781,40.719356536865234,1,10,0.5,0.5,2,0,13.3
1,2015-01-08 22:46:20,2015-01-08 23:03:01,1,3.70,-73.99114990234375,40.760379791259766,1,N,-73.980384826660156,40.723068237304688,2,14.5,0.5,0.5,0,0,15.8
1,2015-01-08 22:46:21,2015-01-08 22:58:31,1,1.00,-73.985725402832031,40.726757049560547,1,N,-73.987289428710938,40.719738006591797,2,8.5,0.5,0.5,0,0,9.8
1,2015-01-08 22:46:23,2015-01-08 23:03:08,1,5.30,-73.992301940917969,40.724956512451172,1,N,-73.977424621582031,40.784351348876953,2,17,0.5,0.5,0,0,18.3
1,2015-01-08 22:46:24,2015-01-08 22:52:17,4,.80,-73.972953796386719,40.755069732666016,1,N,-73.984085083007812,40.754177093505859,1,6,0.5,0.5,1.45,0,8.75
2,2015-01-08 22:46:24,2015-01-08 23:01:06,5,3.27,-73.976959228515625,40.687339782714844,1,N,-73.925918579101563,40.697948455810547,1,13,0.5,0.5,3.38,0,17.68
2,2015-01-08 22:46:24,2015-01-08 22:50:19,1,.84,-73.988433837890625,40.744941711425781,1,N,-73.986221313476563,40.736316680908203,1,5,0.5,0.5,1.1,0,7.4
2,2015-01-08 22:46:25,2015-01-08 23:09:21,1,5.60,-73.970726013183594,40.763851165771484,1,N,-73.947463989257813,40.713520050048828,1,20.5,0.5,0.5,4.2,0,26
1,2015-01-08 22:46:25,2015-01-08 22:52:46,1,1.30,-73.993667602539063,40.741672515869141,1,N,-73.976951599121094,40.747383117675781,1,6.5,0.5,0.5,1.56,0,9.36
1,2015-01-08 22:46:25,2015-01-08 22:59:16,1,2.80,-73.9737548828125,40.784488677978516,1,N,-73.991775512695313,40.7513427734375,1,11.5,0.5,0.5,2,0,14.8
1,2015-01-08 22:46:26,2015-01-08 22:52:14,1,1.70,-73.989822387695313,40.767227172851563,1,N,-73.972976684570313,40.786800384521484,2,7,0.5,0.5,0,0,8.3
1,2015-01-08 22:46:26,2015-01-08 23:07:01,4,8.70,-73.872947692871094,40.774070739746094,1,N,-73.99334716796875,40.752979278564453,1,26.5,0.5,0.5,6.6,5.33,39.73
2,2015-01-08 22:46:27,2015-01-08 23:01:44,1,3.13,-73.984062194824219,40.757411956787109,1,N,-73.983665466308594,40.726028442382813,1,12.5,0.5,0.5,2.6,0,16.4
2,2015-01-08 22:46:28,2015-01-08 22:52:55,1,2.61,-73.968238830566406,40.759128570556641,1,N,-73.944602966308594,40.787429809570313,2,9.5,0.5,0.5,0,0,10.8
2,2015-01-08 22:46:51,2015-01-08 22:50:45,2,.50,-73.972770690917969,40.757160186767578,1,N,-73.972785949707031,40.754161834716797,1,4.5,0.5,0.5,1,0,6.8
2,2015-01-08 22:46:51,2015-01-08 22:59:06,1,2.35,-73.978996276855469,40.759334564208984,1,N,-74.000320434570313,40.737461090087891,1,10.5,0.5,0.5,2.2,0,14
1,2015-01-08 22:46:52,2015-01-08 22:59:57,1,2.40,-73.988731384277344,40.726993560791016,1,N,-74.002983093261719,40.748111724853516,2,11.5,0.5,0.5,0,0,12.8
2,2015-01-08 22:46:52,2015-01-08 23:02:39,1,3.12,-73.985641479492188,40.741001129150391,1,N,-73.953048706054688,40.767921447753906,1,14,0.5,0.5,2.9,0,18.2
1,2015-01-08 22:46:53,2015-01-08 22:46:53,1,.00,-73.947471618652344,40.775974273681641,1,N,0,0,2,4.5,0.5,0.5,0,0,5.8
2,2015-01-08 22:46:54,2015-01-08 22:58:41,1,1.60,-73.98583984375,40.722858428955078,1,N,-73.996536254882813,40.737289428710938,1,9.5,0.5,0.5,0,0,10.8
2,2015-01-08 22:46:54,2015-01-08 23:04:02,1,3.79,-73.9908447265625,40.750621795654297,1,N,-73.949058532714844,40.771598815917969,1,15,0.5,0.5,2,0,18.3
2,2015-01-08 22:46:54,2015-01-08 22:59:56,1,2.94,-73.9691162109375,40.757606506347656,1,N,-74.001083374023438,40.736587524414062,1,11.5,0.5,0.5,2.4,0,15.2
2,2015-01-08 22:46:55,2015-01-08 22:51:58,1,1.28,-73.967231750488281,40.80364990234375,1,N,-73.977249145507813,40.787372589111328,2,6.5,0.5,0.5,0,0,7.8
2,2015-01-08 22:46:53,2015-01-08 22:52:41,1,1.34,-73.965545654296875,40.790630340576172,1,N,-73.979850769042969,40.778755187988281,2,6.5,0.5,0.5,0,0,7.8
2,2015-01-08 22:46:56,2015-01-08 22:49:35,5,.53,-73.99835205078125,40.745479583740234,1,N,-74.002349853515625,40.750316619873047,1,4,0.5,0.5,0.9,0,6.2
2,2015-01-08 22:46:56,2015-01-08 22:59:35,1,1.61,-74.001190185546875,40.736553192138672,1,N,-73.987777709960937,40.721309661865234,2,9.5,0.5,0.5,0,0,10.8
1,2015-01-08 22:46:56,2015-01-08 23:00:59,2,3.50,-73.988121032714844,40.734622955322266,1,N,-73.954833984375,40.777576446533203,1,13.5,0.5,0.5,2,0,16.8
1,2015-01-08 22:46:57,2015-01-08 22:50:52,1,.60,-73.976242065429687,40.755828857421875,1,N,-73.968719482421875,40.754993438720703,1,4.5,0.5,0.5,1,0,6.8
1,2015-01-08 22:46:57,2015-01-08 23:14:03,1,5.80,-73.975227355957031,40.752197265625,1,N,-73.943351745605469,40.718833923339844,1,24,0.5,0.5,5.05,0,30.35
1,2015-01-08 22:46:58,2015-01-08 22:54:33,1,1.10,0,0,1,N,0,0,2,7,0.5,0.5,0,0,8.3
2,2015-01-08 22:46:58,2015-01-08 23:01:15,1,4.05,-73.999740600585938,40.728439331054687,1,N,-73.959648132324219,40.72003173828125,1,14,0.5,0.5,2.9,0,18.2
2,2015-01-08 22:46:59,2015-01-08 22:53:01,4,1.67,-73.972969055175781,40.759651184082031,1,N,-73.956710815429687,40.771202087402344,1,7,0.5,0.5,1.5,0,9.8
1,2015-01-08 22:46:59,2015-01-08 22:55:51,1,1.70,-73.965492248535156,40.754894256591797,1,N,-73.962860107421875,40.772266387939453,2,8,0.5,0.5,0,0,9.3
1,2015-01-08 22:47:00,2015-01-08 22:52:31,1,1.10,-73.985389709472656,40.746719360351563,1,N,-73.9835205078125,40.735794067382813,1,6,0.5,0.5,1.45,0,8.75
2,2015-01-08 22:47:00,2015-01-08 22:53:55,6,1.07,-73.977554321289063,40.752750396728516,1,N,-73.991500854492187,40.749820709228516,1,6.5,0.5,0.5,0,0,7.8
1,2015-01-08 22:47:01,2015-01-08 22:55:47,1,1.60,-73.975440979003906,40.7626953125,1,N,-73.991630554199219,40.749645233154297,1,8,0.5,0.5,1.85,0,11.15
2,2015-01-08 22:47:02,2015-01-08 22:50:56,5,1.25,-74.001129150390625,40.7259521484375,1,N,-73.99517822265625,40.740657806396484,1,5.5,0.5,0.5,1.2,0,8
2,2015-01-08 22:47:03,2015-01-08 22:58:52,1,2.49,-74.007911682128906,40.715305328369141,1,N,-73.982017517089844,40.732025146484375,1,11,0.5,0.5,2,0,14.3
2,2015-01-08 22:47:03,2015-01-08 22:53:36,1,1.86,-73.953140258789063,40.772541046142578,1,N,-73.977363586425781,40.776775360107422,2,7.5,0.5,0.5,0,0,8.8
1,2015-01-08 22:47:04,2015-01-08 22:49:21,1,1.00,-73.990615844726563,40.761028289794922,1,N,-74.000160217285156,40.747631072998047,2,5,0.5,0.5,0,0,6.3
1,2015-01-08 22:47:01,2015-01-08 23:02:16,1,3.60,-73.993598937988281,40.724380493164062,1,N,-73.991836547851563,40.686458587646484,1,14.5,0.5,0.5,3.15,0,18.95
2,2015-01-08 22:47:04,2015-01-08 22:55:25,1,1.66,-73.963478088378906,40.775222778320312,1,N,-73.958534240722656,40.764293670654297,2,8,0.5,0.5,0,0,9.3
2,2015-01-08 22:47:05,2015-01-08 23:01:57,5,3.34,-73.989059448242188,40.760269165039063,1,N,-73.951103210449219,40.779388427734375,1,14,0.5,0.5,2.9,0,18.2
1,2015-01-08 22:47:06,2015-01-08 22:57:12,1,2.20,-73.976341247558594,40.764862060546875,1,N,-73.977317810058594,40.791225433349609,1,9.5,0.5,0.5,1,0,11.8
2,2015-01-08 22:47:06,2015-01-08 22:54:57,1,1.03,-73.991287231445313,40.749916076660156,1,N,-73.978630065917969,40.745895385742187,2,7,0.5,0.5,0,0,8.3
1,2015-01-08 22:47:07,2015-01-08 22:53:54,1,1.00,-73.975151062011719,40.757011413574219,1,N,-73.986961364746094,40.755172729492188,1,6,0.5,0.5,1.46,0,8.76
1,2015-01-08 22:47:08,2015-01-08 22:52:46,1,1.60,-73.99005126953125,40.751228332519531,1,N,-73.993141174316406,40.767753601074219,1,7,0.5,0.5,2.05,0,10.35
2,2015-01-08 22:47:08,2015-01-08 23:02:03,2,3.39,-73.96832275390625,40.790790557861328,1,N,-73.985946655273438,40.752414703369141,2,13.5,0.5,0.5,0,0,14.8
2,2015-01-08 22:47:09,2015-01-08 23:01:01,2,1.85,-74.0101318359375,40.719566345214844,1,N,-73.988510131835938,40.722843170166016,1,11,0.5,0.5,2.3,0,14.6
1,2015-01-08 22:47:08,2015-01-08 22:52:41,1,.90,-73.989608764648437,40.747188568115234,5,N,-73.974815368652344,40.745918273925781,1,109,0,0,0,0,109.3
2,2015-01-08 22:47:08,2015-01-08 22:51:23,5,.71,-73.977249145507813,40.765323638916016,1,N,-73.985893249511719,40.767978668212891,2,5,0.5,0.5,0,0,6.3
2,2015-01-08 22:47:10,2015-01-08 23:13:09,1,17.35,-73.783660888671875,40.648670196533203,2,N,-73.982261657714844,40.756008148193359,2,52,0,0.5,0,5.33,58.13
2,2015-01-08 22:47:10,2015-01-08 22:54:47,5,1.39,-73.985893249511719,40.76226806640625,1,N,-73.965904235839844,40.760501861572266,2,7,0.5,0.5,0,0,8.3
